"ZnS小尺寸140℃-10m - RawData"
"波长(nm)","吸收值"
200.00,0.586
201.00,0.905
202.00,1.062
203.00,1.220
204.00,1.435
205.00,1.384
206.00,1.449
207.00,1.454
208.00,1.491
209.00,1.377
210.00,1.344
211.00,1.332
212.00,1.296
213.00,1.264
214.00,1.222
215.00,1.202
216.00,1.175
217.00,1.142
218.00,1.111
219.00,1.090
220.00,1.069
221.00,1.042
222.00,1.018
223.00,0.986
224.00,0.959
225.00,0.927
226.00,0.894
227.00,0.861
228.00,0.829
229.00,0.797
230.00,0.771
231.00,0.745
232.00,0.726
233.00,0.710
234.00,0.695
235.00,0.682
236.00,0.668
237.00,0.650
238.00,0.631
239.00,0.612
240.00,0.593
241.00,0.583
242.00,0.579
243.00,0.583
244.00,0.596
245.00,0.613
246.00,0.630
247.00,0.647
248.00,0.656
249.00,0.663
250.00,0.667
251.00,0.670
252.00,0.677
253.00,0.684
254.00,0.691
255.00,0.693
256.00,0.686
257.00,0.666
258.00,0.634
259.00,0.592
260.00,0.540
261.00,0.487
262.00,0.433
263.00,0.378
264.00,0.326
265.00,0.280
266.00,0.238
267.00,0.201
268.00,0.170
269.00,0.143
270.00,0.121
271.00,0.104
272.00,0.089
273.00,0.077
274.00,0.066
275.00,0.058
276.00,0.051
277.00,0.045
278.00,0.041
279.00,0.037
280.00,0.033
281.00,0.030
282.00,0.027
283.00,0.024
284.00,0.023
285.00,0.021
286.00,0.020
287.00,0.018
288.00,0.017
289.00,0.016
290.00,0.014
291.00,0.014
292.00,0.014
293.00,0.013
294.00,0.013
295.00,0.012
296.00,0.012
297.00,0.011
298.00,0.010
299.00,0.011
300.00,0.010
301.00,0.010
302.00,0.010
303.00,0.010
304.00,0.009
305.00,0.010
306.00,0.009
307.00,0.010
308.00,0.009
309.00,0.009
310.00,0.009
311.00,0.009
312.00,0.008
313.00,0.008
314.00,0.008
315.00,0.008
316.00,0.008
317.00,0.007
318.00,0.008
319.00,0.008
320.00,0.007
321.00,0.007
322.00,0.008
323.00,0.007
324.00,0.007
325.00,0.007
326.00,0.006
327.00,0.007
328.00,0.006
329.00,0.006
330.00,0.007
331.00,0.007
332.00,0.006
333.00,0.006
334.00,0.006
335.00,0.006
336.00,0.006
337.00,0.006
338.00,0.006
339.00,0.005
340.00,0.005
341.00,0.006
342.00,0.006
343.00,0.006
344.00,0.005
345.00,0.006
346.00,0.006
347.00,0.005
348.00,0.005
349.00,0.006
350.00,0.005
351.00,0.005
352.00,0.005
353.00,0.005
354.00,0.005
355.00,0.005
356.00,0.005
357.00,0.005
358.00,0.005
359.00,0.004
360.00,0.005
361.00,0.004
362.00,0.005
363.00,0.004
364.00,0.005
365.00,0.004
366.00,0.004
367.00,0.004
368.00,0.005
369.00,0.004
370.00,0.004
371.00,0.004
372.00,0.004
373.00,0.004
374.00,0.004
375.00,0.005
376.00,0.004
377.00,0.004
378.00,0.005
379.00,0.004
380.00,0.004
381.00,0.004
382.00,0.004
383.00,0.004
384.00,0.004
385.00,0.004
386.00,0.004
387.00,0.004
388.00,0.004
389.00,0.004
390.00,0.004
391.00,0.004
392.00,0.004
393.00,0.004
394.00,0.004
395.00,0.004
396.00,0.003
397.00,0.004
398.00,0.004
399.00,0.003
400.00,0.004
401.00,0.003
402.00,0.003
403.00,0.004
404.00,0.003
405.00,0.003
406.00,0.003
407.00,0.003
408.00,0.003
409.00,0.003
410.00,0.003
411.00,0.003
412.00,0.003
413.00,0.003
414.00,0.003
415.00,0.003
416.00,0.003
417.00,0.003
418.00,0.003
419.00,0.003
420.00,0.003
421.00,0.003
422.00,0.003
423.00,0.003
424.00,0.003
425.00,0.003
426.00,0.003
427.00,0.002
428.00,0.003
429.00,0.003
430.00,0.003
431.00,0.003
432.00,0.003
433.00,0.003
434.00,0.003
435.00,0.002
436.00,0.002
437.00,0.003
438.00,0.002
439.00,0.002
440.00,0.002
441.00,0.002
442.00,0.002
443.00,0.002
444.00,0.002
445.00,0.002
446.00,0.002
447.00,0.002
448.00,0.002
449.00,0.002
450.00,0.002
451.00,0.002
452.00,0.002
453.00,0.002
454.00,0.002
455.00,0.002
456.00,0.002
457.00,0.002
458.00,0.002
459.00,0.002
460.00,0.002
461.00,0.002
462.00,0.002
463.00,0.001
464.00,0.001
465.00,0.001
466.00,0.001
467.00,0.002
468.00,0.002
469.00,0.002
470.00,0.002
471.00,0.001
472.00,0.001
473.00,0.002
474.00,0.001
475.00,0.001
476.00,0.002
477.00,0.001
478.00,0.001
479.00,0.001
480.00,0.001
481.00,0.002
482.00,0.001
483.00,0.001
484.00,0.001
485.00,0.001
486.00,0.002
487.00,0.002
488.00,0.002
489.00,0.002
490.00,0.002
491.00,0.002
492.00,0.002
493.00,0.002
494.00,0.002
495.00,0.002
496.00,0.002
497.00,0.002
498.00,0.002
499.00,0.002
500.00,0.002
